transaction_id,customer_id,timestamp,amount,transaction_type,merchant_category,location,previous_location,customer_avg_amount,amount_deviation_ratio,transactions_last_10min,transactions_last_1hr,risk_reasons,anomaly_score,risk_score,risk_level,score_breakdown,investigation_rationale,recommended_action
TX01756,C0060,2026-05-28 19:22:00,982.85,ATM,Grocery,Bengaluru,Jaipur,1353.9957142857145,0.7258885605250912,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.0660004304640831,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Jaipur to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02504,C0060,2026-05-28 19:25:00,287.55,UPI,Online Shopping,Mumbai,Bengaluru,1353.9957142857145,0.21237142552677418,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11536225821651114,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Bengaluru to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02492,C0072,2026-01-29 19:34:00,1404.09,ATM,Electronics,Chandigarh,Hyderabad,1789.8766666666668,0.7844618716745846,2,2,RAPID_LOCATION_CHANGE,-0.0025155163641942258,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Chandigarh within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01915,C0072,2026-01-29 19:37:00,533.93,ATM,Travel,Hyderabad,Chandigarh,1789.8766666666668,0.2983054698368416,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07259063356215956,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Chandigarh to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01289,C0087,2026-04-11 15:00:00,1039.97,ATM,Grocery,Delhi,Hyderabad,974.0283333333333,1.0676999471267947,2,2,RAPID_LOCATION_CHANGE,-0.028703626224271583,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Delhi within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02119,C0087,2026-04-11 15:03:00,589.38,BANK_TRANSFER,Grocery,Chandigarh,Delhi,974.0283333333333,0.6050953343246347,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08395031171975575,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Delhi to Chandigarh within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01463,C0098,2026-05-30 10:55:00,8466.65,BANK_TRANSFER,Electronics,Chandigarh,Mumbai,1626.6562499999998,5.204941117706953,1,1,HIGH_AMOUNT_DEVIATION,-0.006319802430717614,40,MEDIUM,HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),Transaction amount is 5.2x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00123,C0100,2026-04-04 05:23:00,261.93,UPI,Grocery,Hyderabad,Pune,776.962,0.33712073434736833,2,2,RAPID_LOCATION_CHANGE,-0.0175745057845339,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Pune to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02116,C0100,2026-04-04 05:26:00,431.36,UPI,Pharmacy,Pune,Hyderabad,776.962,0.5551880272136861,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06284839533765507,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Hyderabad to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02449,C0108,2026-01-20 13:04:00,247.9,ATM,Travel,Dehradun,Mumbai,968.6171428571428,0.25593187342190343,2,2,RAPID_LOCATION_CHANGE,-0.028384039030263097,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Mumbai to Dehradun at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01486,C0108,2026-01-20 13:07:00,1604.42,UPI,Utilities,Pune,Dehradun,968.6171428571428,1.6564026476626474,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08153935521806721,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Dehradun to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01377,C0108,2026-01-20 13:10:00,477.72,UPI,Utilities,Delhi,Pune,968.6171428571428,0.4931979611581755,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11849982852566676,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Pune to Delhi within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00919,C0111,2026-02-22 04:38:00,45488.06,CARD,Restaurant,Jaipur,,5289.466363636363,8.59974463827164,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.10444507742138742,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹45,488.06 is unusually high. Transaction amount is 8.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02277,C0114,2026-03-28 19:36:00,1294.48,UPI,Pharmacy,Jaipur,Dehradun,1369.222,0.9454127964639774,2,2,RAPID_LOCATION_CHANGE,-0.010213570756183232,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Jaipur within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00190,C0114,2026-03-28 19:39:00,432.24,BANK_TRANSFER,Restaurant,Jaipur,Jaipur,1369.222,0.3156829206658964,3,3,HIGH_VELOCITY,-0.06936551757246034,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00583,C0126,2026-06-21 12:22:00,728.58,CARD,Pharmacy,Bengaluru,Dehradun,841.9942857142858,0.8653027845455348,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06452718177409178,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Dehradun to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02963,C0133,2026-04-10 13:59:00,1226.07,CARD,Grocery,Hyderabad,Delhi,1738.4381818181819,0.7052709799077751,2,2,RAPID_LOCATION_CHANGE,-0.010121585174786785,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Delhi to Hyderabad at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02172,C0133,2026-04-10 14:02:00,631.78,CARD,Grocery,Hyderabad,Hyderabad,1738.4381818181819,0.3634181569454714,3,3,HIGH_VELOCITY,-0.07082587685136466,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01705,C0133,2026-04-10 14:05:00,1179.63,CARD,Utilities,Mumbai,Hyderabad,1738.4381818181819,0.6785573466674895,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.12229488074301165,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Hyderabad to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01093,C0177,2026-05-28 04:15:00,57165.47,UPI,Grocery,Delhi,Bengaluru,7710.185555555556,7.414279408465021,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.13644427384678504,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹57,165.47 is unusually high. Transaction amount is 7.4x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX01331,C0187,2026-06-10 21:23:00,1469.54,UPI,Online Shopping,Dehradun,Bengaluru,1343.7824999999998,1.0935847132999574,2,2,RAPID_LOCATION_CHANGE,-0.012364698597769341,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Bengaluru to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00236,C0187,2026-06-10 21:26:00,2143.99,UPI,Online Shopping,Mumbai,Dehradun,1343.7824999999998,1.5954888532928506,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07640985833054659,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Dehradun to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01769,C0192,2026-02-06 12:08:00,567.3,BANK_TRANSFER,Grocery,Hyderabad,Pune,1373.9499999999998,0.4128971214381892,2,2,RAPID_LOCATION_CHANGE,-0.005764094092989724,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Pune to Hyderabad at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00689,C0192,2026-02-06 12:11:00,999.38,CARD,Online Shopping,Delhi,Hyderabad,1373.9499999999998,0.7273772699152081,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06474384107243791,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Hyderabad to Delhi within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00420,C0192,2026-02-06 12:14:00,136.24,UPI,Utilities,Pune,Delhi,1373.9499999999998,0.0991593580552422,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.1145825295747418,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Delhi to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01362,C0201,2026-01-25 00:41:00,50864.01,CARD,Travel,Chandigarh,,13970.79,3.6407397147906453,1,1,HIGH_AMOUNT,-0.08102517393284969,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹50,864.01 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX02930,C0203,2026-04-01 00:19:00,3477.21,ATM,Restaurant,Hyderabad,Mumbai,1415.3325,2.456814918049292,2,2,RAPID_LOCATION_CHANGE,-0.030683636423392224,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Mumbai to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00783,C0203,2026-04-01 00:22:00,541.9,UPI,Electronics,Mumbai,Hyderabad,1415.3325,0.38287822826085033,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06733219252626788,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Hyderabad to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02008,C0208,2026-05-21 07:18:00,71573.49,ATM,Electronics,Hyderabad,Dehradun,19492.112500000003,3.671920629434085,1,1,HIGH_AMOUNT,-0.10210508367362592,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹71,573.49 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX01490,C0227,2026-02-19 17:18:00,76722.46,BANK_TRANSFER,Restaurant,Delhi,Jaipur,8868.645,8.65097881356171,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.14105122067798248,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹76,722.46 is unusually high. Transaction amount is 8.7x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX00292,C0230,2026-06-12 12:50:00,4938.51,BANK_TRANSFER,Grocery,Delhi,Hyderabad,2485.153333333333,1.9872053501728937,2,2,RAPID_LOCATION_CHANGE,-0.04186971521142546,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Delhi within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02593,C0230,2026-06-12 12:53:00,533.57,ATM,Pharmacy,Pune,Delhi,2485.153333333333,0.21470304984534827,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07704995181610774,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Delhi to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01680,C0237,2026-03-21 19:47:00,1660.27,CARD,Online Shopping,Mumbai,Hyderabad,1393.89625,1.1911001267131611,2,2,RAPID_LOCATION_CHANGE,-0.013918553166676118,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Mumbai at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02641,C0237,2026-03-21 19:50:00,927.68,CARD,Utilities,Pune,Mumbai,1393.89625,0.6655301640993725,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06793970074827838,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Mumbai to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00879,C0237,2026-03-21 19:53:00,4015.95,CARD,Electronics,Hyderabad,Pune,1393.89625,2.881096781772675,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.12713208898047101,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Pune to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00102,C0238,2026-04-10 12:53:00,81918.38,ATM,Pharmacy,Pune,Bengaluru,21875.9725,3.7446737510755237,1,1,HIGH_AMOUNT,-0.10682303875363319,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹81,918.38 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX00656,C0253,2026-06-04 16:37:00,55178.15,ATM,Travel,Chandigarh,Hyderabad,10045.615,5.492759776280497,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.10293036858841009,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹55,178.15 is unusually high. Transaction amount is 5.5x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX00579,C0262,2026-04-01 09:50:00,639.87,UPI,Grocery,Delhi,Chandigarh,1230.76875,0.5198945780838196,2,2,RAPID_LOCATION_CHANGE,-0.013368484484363341,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Chandigarh to Delhi at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01682,C0262,2026-04-01 09:53:00,1389.67,ATM,Travel,Delhi,Delhi,1230.76875,1.1291073160575453,3,3,HIGH_VELOCITY,-0.07324966858506987,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00030,C0262,2026-04-01 09:56:00,931.29,UPI,Online Shopping,Jaipur,Delhi,1230.76875,0.7566734205755549,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11510475751582894,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Delhi to Jaipur within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01201,C0263,2026-06-27 21:55:00,31175.22,UPI,Restaurant,Chandigarh,Hyderabad,7253.012,4.298244646499965,1,1,HIGH_AMOUNT,-0.05379817316183677,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹31,175.22 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX02795,C0266,2026-01-12 09:24:00,32814.69,UPI,Restaurant,Mumbai,,6751.671666666666,4.860231898124984,1,1,HIGH_AMOUNT,-0.03857867511705526,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹32,814.69 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX01021,C0267,2026-01-02 15:03:00,42358.9,BANK_TRANSFER,Travel,Dehradun,,6714.51875,6.3085533866444266,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.06600660345704057,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹42,358.90 is unusually high. Transaction amount is 6.3x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX00219,C0268,2026-02-20 17:26:00,66163.94,UPI,Travel,Pune,Delhi,12892.381666666668,5.132018405184767,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.10226039689301081,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹66,163.94 is unusually high. Transaction amount is 5.1x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX01615,C0269,2026-03-07 11:02:00,1553.96,CARD,Travel,Pune,Delhi,934.23,1.663359129978699,2,2,RAPID_LOCATION_CHANGE,-0.0202991404092433,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Delhi to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00041,C0269,2026-05-22 17:56:00,1129.53,UPI,Utilities,Hyderabad,Jaipur,934.23,1.209049163482226,2,2,RAPID_LOCATION_CHANGE,-0.010786958555625281,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Jaipur to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01496,C0269,2026-05-22 17:59:00,622.23,BANK_TRANSFER,Restaurant,Bengaluru,Hyderabad,934.23,0.6660351305353072,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.0701553956400165,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Hyderabad to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02622,C0287,2026-05-25 03:45:00,97756.37,BANK_TRANSFER,Online Shopping,Pune,Chandigarh,17404.885,5.6166053380990455,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.13122343077868714,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹97,756.37 is unusually high. Transaction amount is 5.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
